area_terreno,area_construida,area_ocupada,ano_construcao,quantidade_pavimentos,valor_venal,valor_m2_construcao,bairro,valor_iptu_ano,area_privativa,vagas,quartos,banheiros,valor_condominio,valor_aluguel,preco,academia,cafe,farmacia,padaria,restaurantes,shopping,supermercado,area_comercial,area_industrial_logistico,area_outros,area_residencial,area_servico,caminhabilidade,metro_distancia,metro_linha,metro_estacao
2311,185,585,2010,22,945966,2497,BAIRRO010,5632.63,83,2,2,2,1100,5567,973177,10.0,8.0,0.0,0.0,6.0,0.0,0.0,5.89,0.39,3.0,66.52,24.19,Região com ruas íngremes,1646.0,LINHA003,ESTACAO018
2311,319,585,2010,22,1583840,2497,BAIRRO010,10756.3,135,4,3,3,1789,9055,1759559,10.0,8.0,0.0,0.0,6.0,0.0,0.0,5.89,0.39,3.0,66.52,24.19,Região com ruas íngremes,1646.0,LINHA003,ESTACAO018
365,116,200,1965,5,549427,2139,BAIRRO010,2826.86,66,1,2,2,710,2157,546287,5.0,10.0,3.0,3.0,7.0,0.0,1.0,5.37,0.02,2.92,49.26,42.43,Região com ruas íngremes,1239.0,LINHA003,ESTACAO018
179,78,140,1970,4,303871,2139,BAIRRO010,148.135,68,1,1,1,508,2007,460292,5.0,9.0,3.0,3.0,9.0,0.0,1.0,5.37,0.02,2.92,49.26,42.43,Região com ruas íngremes,1275.0,LINHA003,ESTACAO018
179,89,140,1970,4,348157,2139,BAIRRO010,1569.19,78,1,1,2,583,2302,523921,5.0,9.0,3.0,3.0,9.0,0.0,1.0,5.37,0.02,2.92,49.26,42.43,Região com ruas íngremes,1275.0,LINHA003,ESTACAO018
2631,426,2100,2003,24,2297640,3092,BAIRRO010,17839.5,225,3,3,3,3084,11394,3430343,5.0,13.0,3.0,3.0,12.0,0.0,1.0,3.91,0.08,2.5,54.17,39.33,Região com ruas íngremes,1345.0,LINHA003,ESTACAO018
2631,647,2100,2003,24,3903870,3599,BAIRRO010,35176.2,343,5,4,5,4701,17370,5777082,5.0,13.0,3.0,3.0,12.0,0.0,1.0,3.91,0.08,2.5,54.17,39.33,Região com ruas íngremes,1345.0,LINHA003,ESTACAO018
405,167,324,1973,18,601184,2497,BAIRRO010,3125.89,116,1,3,1,1800,5084,943421,6.0,15.0,2.0,9.0,19.0,0.0,1.0,4.93,0.13,3.3,77.2,14.44,Região com ruas íngremes,1591.0,LINHA003,ESTACAO018
513,113,300,1972,14,300769,2139,BAIRRO010,261.373,92,1,3,3,817,2632,780557,4.0,12.0,2.0,8.0,25.0,0.0,1.0,8.94,0.01,4.7,64.83,21.52,Região com ruas íngremes,1676.0,LINHA003,ESTACAO018
513,128,300,1972,14,340652,2139,BAIRRO010,774.107,93,1,3,2,826,2661,783213,4.0,12.0,2.0,8.0,25.0,0.0,1.0,8.94,0.01,4.7,64.83,21.52,Região com ruas íngremes,1676.0,LINHA003,ESTACAO018
693,80,600,1972,13,216621,2139,BAIRRO010,984.0210000000001,70,1,2,2,802,2459,529768,9.0,10.0,1.0,9.0,31.0,1.0,0.0,11.57,0.85,2.67,45.08,39.84,Áreas planas ou com declividades muito suaves,1889.0,LINHA003,ESTACAO018
693,86,600,1972,13,232795,2139,BAIRRO010,1057.55,75,1,2,2,859,2635,596719,9.0,10.0,1.0,9.0,31.0,1.0,0.0,11.57,0.85,2.67,45.08,39.84,Áreas planas ou com declividades muito suaves,1889.0,LINHA003,ESTACAO018
918,156,312,1980,21,523161,2139,BAIRRO010,2573.08,104,1,3,2,1166,4451,878688,12.0,12.0,1.0,9.0,31.0,1.0,0.0,13.58,0.35,5.75,57.31,23.01,Região com leve declive,1918.0,LINHA003,ESTACAO018
420,158,223,1978,11,505495,2139,BAIRRO010,2538.02,100,1,2,2,1394,3195,790913,12.0,14.0,0.0,8.0,35.0,1.0,0.0,10.96,0.53,2.88,46.28,39.35,Áreas planas ou com declividades muito suaves,952.0,LINHA002,ESTACAO008
1000,72,436,1977,9,285517,2139,BAIRRO010,96.3153,41,1,1,1,679,1617,347287,12.0,14.0,1.0,9.0,34.0,1.0,1.0,13.03,1.15,6.02,73.25,6.56,Região Plana - Confortável para caminhar,1150.0,LINHA002,ESTACAO008
1000,97,436,1977,9,384654,2139,BAIRRO010,1711.37,71,1,2,2,1176,2800,579036,12.0,14.0,1.0,9.0,34.0,1.0,1.0,13.03,1.15,6.02,73.25,6.56,Região Plana - Confortável para caminhar,1150.0,LINHA002,ESTACAO008
700,168,252,1981,12,665832,2139,BAIRRO010,3296.13,107,1,3,2,1788,4299,744290,12.0,14.0,1.0,9.0,33.0,1.0,1.0,13.03,1.15,6.02,73.25,6.56,Região Plana - Confortável para caminhar,1169.0,LINHA002,ESTACAO008
850,189,246,1991,17,712026,2139,BAIRRO010,3675.09,107,2,3,3,1409,4727,1027518,13.0,14.0,1.0,9.0,36.0,1.0,1.0,13.03,1.15,6.02,73.25,6.56,Região Plana - Confortável para caminhar,1176.0,LINHA002,ESTACAO008
850,336,246,1991,17,1395780,2497,BAIRRO010,9376.76,162,3,3,4,2133,7157,1664832,13.0,14.0,1.0,9.0,36.0,1.0,1.0,13.03,1.15,6.02,73.25,6.56,Região Plana - Confortável para caminhar,1176.0,LINHA002,ESTACAO008
1175,123,276,1981,16,450862,2139,BAIRRO010,1497.26,71,1,3,2,907,3150,602771,13.0,13.0,1.0,9.0,37.0,1.0,1.0,11.52,0.95,4.22,71.24,12.06,Áreas planas ou com declividades muito suaves,1189.0,LINHA002,ESTACAO008
420,105,180,1975,10,420498,2139,BAIRRO010,1262.27,78,1,2,2,867,2644,703725,14.0,18.0,3.0,9.0,36.0,0.0,2.0,16.71,0.13,1.49,69.53,12.13,Região Plana - Confortável para caminhar,1367.0,LINHA002,ESTACAO008
316,100,280,1972,9,323390,2139,BAIRRO010,570.795,61,1,2,2,751,1690,422674,15.0,18.0,3.0,9.0,35.0,0.0,2.0,14.82,0.15,4.97,69.79,10.27,Região Plana - Confortável para caminhar,1384.0,LINHA002,ESTACAO008
195,120,160,1971,4,486400,2139,BAIRRO010,2313.02,76,1,1,1,655,2417,639762,15.0,18.0,3.0,9.0,37.0,0.0,2.0,16.71,0.13,1.49,69.53,12.13,Região Plana - Confortável para caminhar,1374.0,LINHA002,ESTACAO008
195,143,160,1971,4,578892,2139,BAIRRO010,2863.22,91,1,2,2,784,2894,715661,15.0,18.0,3.0,9.0,37.0,0.0,2.0,16.71,0.13,1.49,69.53,12.13,Região Plana - Confortável para caminhar,1374.0,LINHA002,ESTACAO008
396,196,260,1974,16,653211,2497,BAIRRO010,3821.76,138,1,3,2,2089,6950,833621,16.0,18.0,3.0,9.0,35.0,0.0,2.0,16.71,0.13,1.49,69.53,12.13,Região Plana - Confortável para caminhar,1397.0,LINHA002,ESTACAO008
850,134,302,1986,9,571850,2139,BAIRRO010,2735.54,67,1,2,2,1082,2393,582545,21.0,19.0,3.0,8.0,36.0,0.0,2.0,15.57,0.0,1.86,62.47,20.1,Região Plana - Confortável para caminhar,1470.0,LINHA002,ESTACAO008
1100,175,962,1974,14,489360,2139,BAIRRO010,1713.66,118,1,3,3,1249,4187,972065,19.0,19.0,3.0,8.0,35.0,0.0,2.0,15.57,0.0,1.86,62.47,20.1,Região Plana - Confortável para caminhar,1487.0,LINHA002,ESTACAO008
220,90,238,1970,4,430564,2139,BAIRRO010,1369.87,74,0,1,1,415,2566,538619,20.0,19.0,3.0,9.0,37.0,0.0,2.0,11.68,0.0,5.02,66.71,16.59,Região Plana - Confortável para caminhar,1506.0,LINHA002,ESTACAO008
220,104,220,1970,4,500300,2139,BAIRRO010,2440.41,86,0,1,1,482,2982,644888,20.0,19.0,3.0,9.0,37.0,0.0,2.0,11.68,0.0,5.02,66.71,16.59,Região Plana - Confortável para caminhar,1506.0,LINHA002,ESTACAO008
697,201,236,1985,10,904249,2497,BAIRRO010,5318.12,102,2,3,3,1705,4084,959150,19.0,19.0,3.0,8.0,35.0,0.0,2.0,15.57,0.0,1.86,62.47,20.1,Região Plana - Confortável para caminhar,1508.0,LINHA002,ESTACAO008
697,405,236,1985,10,2049380,3092,BAIRRO010,14998.5,206,3,3,4,3443,8248,2698331,19.0,19.0,3.0,8.0,35.0,0.0,2.0,15.57,0.0,1.86,62.47,20.1,Região Plana - Confortável para caminhar,1508.0,LINHA002,ESTACAO008
630,225,320,1971,11,625276,2139,BAIRRO010,3268.86,156,2,3,1,1472,4076,1186823,20.0,19.0,3.0,9.0,36.0,0.0,2.0,15.57,0.0,1.86,62.47,20.1,Região Plana - Confortável para caminhar,1523.0,LINHA002,ESTACAO008
500,145,210,1971,14,449647,2139,BAIRRO010,733.947,108,1,3,2,1293,4203,863523,21.0,18.0,3.0,10.0,36.0,0.0,2.0,18.01,0.15,3.16,65.32,13.36,Região Plana - Confortável para caminhar,1593.0,LINHA002,ESTACAO008
850,116,380,1972,14,375760,2139,BAIRRO010,1729.25,98,1,3,3,842,2923,799748,20.0,19.0,3.0,9.0,31.0,0.0,2.0,18.01,0.15,3.16,65.32,13.36,Região Plana - Confortável para caminhar,1621.0,LINHA002,ESTACAO008
350,66,280,1972,4,300003,2139,BAIRRO010,87.8075,60,1,1,2,345,1952,509460,20.0,18.0,3.0,8.0,31.0,0.0,2.0,18.01,0.15,3.16,65.32,13.36,Região Plana - Confortável para caminhar,1626.0,LINHA002,ESTACAO008
350,117,280,1972,4,535069,2139,BAIRRO010,2509.95,63,0,2,2,362,2050,502431,20.0,18.0,3.0,8.0,31.0,0.0,2.0,18.01,0.15,3.16,65.32,13.36,Região Plana - Confortável para caminhar,1626.0,LINHA002,ESTACAO008
563,173,379,1965,8,531890,2139,BAIRRO010,2781.4,113,1,2,3,1012,2776,889482,21.0,19.0,3.0,8.0,33.0,0.0,2.0,11.14,0.16,3.27,66.19,19.24,Região Plana - Confortável para caminhar,1635.0,LINHA002,ESTACAO008
563,207,379,1965,8,631546,2139,BAIRRO010,3469.08,129,1,3,1,1155,3169,1025758,21.0,19.0,3.0,8.0,33.0,0.0,2.0,11.14,0.16,3.27,66.19,19.24,Região Plana - Confortável para caminhar,1635.0,LINHA002,ESTACAO008
565,91,360,1974,13,282068,2139,BAIRRO010,197.739,79,1,2,2,862,2620,610612,21.0,15.0,3.0,6.0,30.0,0.0,3.0,7.26,0.24,2.02,48.64,41.84,Região Plana - Confortável para caminhar,1714.0,LINHA002,ESTACAO008
565,104,360,1974,13,335234,2139,BAIRRO010,612.15,91,1,1,2,993,3018,720387,21.0,15.0,3.0,6.0,30.0,0.0,3.0,7.26,0.24,2.02,48.64,41.84,Região Plana - Confortável para caminhar,1714.0,LINHA002,ESTACAO008
565,126,252,1973,15,411518,2139,BAIRRO010,2012.8,205,2,3,3,1781,5910,1336961,23.0,14.0,5.0,6.0,29.0,0.0,3.0,7.26,0.24,2.02,48.64,41.84,Região Plana - Confortável para caminhar,1742.0,LINHA002,ESTACAO008
248,91,199,1972,8,263933,2139,BAIRRO010,1174.15,75,1,2,2,750,1891,583969,13.0,16.0,5.0,4.0,19.0,0.0,2.0,25.02,0.05,4.13,37.4,33.4,Região Plana - Confortável para caminhar,1926.0,LINHA002,ESTACAO008
540,108,220,1972,16,334858,2139,BAIRRO010,648.9209999999999,87,1,2,2,1098,2999,655785,11.0,16.0,5.0,4.0,17.0,0.0,2.0,25.02,0.05,4.13,37.4,33.4,Região Plana - Confortável para caminhar,1941.0,LINHA002,ESTACAO008
540,219,220,1972,16,679771,2139,BAIRRO010,3614.74,178,1,2,2,2246,6136,1386697,11.0,16.0,5.0,4.0,17.0,0.0,2.0,25.02,0.05,4.13,37.4,33.4,Região Plana - Confortável para caminhar,1941.0,LINHA002,ESTACAO008
855,131,524,1974,13,388311,2139,BAIRRO010,1177.64,92,1,2,2,852,2896,677001,11.0,16.0,5.0,4.0,17.0,0.0,2.0,25.02,0.05,4.13,37.4,33.4,Região Plana - Confortável para caminhar,1955.0,LINHA002,ESTACAO008
720,213,684,1995,12,930861,2497,BAIRRO006,5592.17,150,3,3,4,1840,5784,1161997,13.0,8.0,0.0,5.0,11.0,0.0,2.0,2.44,0.02,6.06,69.05,22.44,Região com ruas íngremes,1256.0,LINHA003,ESTACAO009
3348,301,2178,2006,23,1480790,2497,BAIRRO006,9935.45,184,3,4,5,2300,8500,1718481,12.0,6.0,0.0,4.0,9.0,0.0,2.0,2.44,0.02,6.06,69.05,22.44,Região com ruas íngremes,1311.0,LINHA003,ESTACAO009
7779,229,3070,1992,22,931029,2497,BAIRRO006,5699.67,110,2,3,3,1425,4579,855952,11.0,10.0,0.0,5.0,19.0,0.0,2.0,2.44,0.02,6.06,69.05,22.44,Região com ruas íngremes,1406.0,LINHA003,ESTACAO009
7779,405,3070,1992,22,1896060,3092,BAIRRO006,14123.1,216,4,4,5,2798,8991,1914359,11.0,10.0,0.0,5.0,19.0,0.0,2.0,2.44,0.02,6.06,69.05,22.44,Região com ruas íngremes,1406.0,LINHA003,ESTACAO009
1205,129,600,1970,13,337259,2139,BAIRRO012,1612.25,90,1,2,3,900,2827,746885,8.0,4.0,1.0,2.0,2.0,0.0,1.0,3.56,0.26,2.88,92.0,1.29,Região com ruas íngremes,1372.0,LINHA002,ESTACAO008
500,72,229,1974,4,283527,2139,BAIRRO012,94.3995,53,1,2,1,343,1922,436969,7.0,11.0,1.0,1.0,23.0,0.0,1.0,19.99,0.69,1.74,66.8,10.79,Região com ruas íngremes,1582.0,LINHA002,ESTACAO008
720,151,720,1996,9,613294,2139,BAIRRO012,3333.31,88,2,3,2,1493,3422,741030,14.0,18.0,2.0,3.0,34.0,0.0,1.0,29.18,1.27,4.72,31.2,33.62,Região com ruas íngremes,1734.0,LINHA002,ESTACAO008
720,272,720,1996,9,1151240,2497,BAIRRO012,7979.42,176,3,3,3,2986,6844,1626241,14.0,18.0,2.0,3.0,34.0,0.0,1.0,29.18,1.27,4.72,31.2,33.62,Região com ruas íngremes,1734.0,LINHA002,ESTACAO008
1204,230,401,1985,12,1017930,2497,BAIRRO014,6134.78,190,3,4,5,2338,6020,1357779,11.0,1.0,0.0,4.0,20.0,0.0,0.0,3.32,0.0,3.03,84.17,9.48,Região com ruas íngremes,1894.0,LINHA001,ESTACAO001
1204,415,401,1985,12,2041460,3092,BAIRRO014,15067.4,358,3,4,3,4405,11343,3113681,11.0,1.0,0.0,4.0,20.0,0.0,0.0,3.32,0.0,3.03,84.17,9.48,Região com ruas íngremes,1894.0,LINHA001,ESTACAO001
579,498,150,2009,13,3133780,3092,BAIRRO014,24946.6,278,3,4,3,4353,12855,3824848,11.0,1.0,0.0,4.0,19.0,0.0,0.0,3.32,0.0,3.03,84.17,9.48,Região com ruas íngremes,1897.0,LINHA001,ESTACAO001
579,638,150,2009,13,3846790,3092,BAIRRO014,31953.7,391,6,4,7,6122,18080,5517490,11.0,1.0,0.0,4.0,19.0,0.0,0.0,3.32,0.0,3.03,84.17,9.48,Região com ruas íngremes,1897.0,LINHA001,ESTACAO001
1751,645,400,1991,13,4240150,3599,BAIRRO014,36855.6,378,3,4,4,5632,12864,3029028,11.0,1.0,0.0,4.0,19.0,0.0,1.0,2.61,0.0,4.86,88.81,3.72,Região com ruas íngremes,1963.0,LINHA001,ESTACAO001
1751,1137,400,1991,13,7295180,3599,BAIRRO014,66959.9,755,4,4,6,11249,25694,8468106,11.0,1.0,0.0,4.0,19.0,0.0,1.0,2.61,0.0,4.86,88.81,3.72,Região com ruas íngremes,1963.0,LINHA001,ESTACAO001
13325,300,10322,1962,29,1055160,2497,BAIRRO004,4853.33,190,1,3,3,1832,6928,1017476,29.0,33.0,2.0,8.0,38.0,1.0,3.0,14.58,0.0,6.67,16.89,61.86,Região Plana - Confortável para caminhar,1395.0,LINHA002,ESTACAO002
13325,527,10322,1962,29,2020980,3092,BAIRRO004,10827.2,250,1,3,1,2411,9116,2878131,29.0,33.0,2.0,8.0,38.0,1.0,3.0,14.58,0.0,6.67,16.89,61.86,Região Plana - Confortável para caminhar,1395.0,LINHA002,ESTACAO002
735,42,245,1983,9,273365,2139,BAIRRO004,81.2155,25,0,1,1,795,2386,359200,26.0,16.0,0.0,5.0,25.0,1.0,1.0,6.9,0.0,5.11,57.14,30.85,Região com ruas íngremes,1679.0,LINHA002,ESTACAO002
1578,174,460,1983,15,603514,2139,BAIRRO011,3069.04,112,1,3,3,830,3591,933950,23.0,3.0,3.0,4.0,26.0,0.0,0.0,4.07,0.1,9.72,80.88,5.23,Região com leve declive,1745.0,LINHA003,ESTACAO009
992,178,930,2000,19,743570,2497,BAIRRO011,4391.75,106,2,3,3,1367,3801,914013,20.0,3.0,3.0,4.0,26.0,0.0,0.0,1.62,0.07,7.11,80.34,10.86,Região com leve declive,1783.0,LINHA003,ESTACAO009
992,303,930,2000,19,1287480,2497,BAIRRO011,8554.5,187,2,3,3,2412,6706,1812901,20.0,3.0,3.0,4.0,26.0,0.0,0.0,1.62,0.07,7.11,80.34,10.86,Região com leve declive,1783.0,LINHA003,ESTACAO009
351,182,150,1955,8,389371,2139,BAIRRO011,1707.07,68,1,2,2,580,1644,419015,20.0,3.0,3.0,5.0,33.0,0.0,0.0,2.99,0.0,5.17,83.89,7.96,Região com leve declive,1862.0,LINHA003,ESTACAO009
351,108,150,1955,8,231768,2139,BAIRRO011,950.247,85,0,2,2,725,2055,508222,20.0,3.0,3.0,5.0,33.0,0.0,0.0,2.99,0.0,5.17,83.89,7.96,Região com leve declive,1862.0,LINHA003,ESTACAO009
1295,304,1024,1995,18,1245580,2497,BAIRRO011,8265.66,176,3,4,4,1983,7407,1482884,20.0,5.0,2.0,5.0,35.0,0.0,0.0,4.79,0.26,9.07,76.65,9.24,Região com leve declive,1432.0,LINHA003,ESTACAO011
1295,567,1024,1995,18,2754380,3092,BAIRRO011,22363.3,352,3,3,3,3966,14814,3799553,20.0,5.0,2.0,5.0,35.0,0.0,0.0,4.79,0.26,9.07,76.65,9.24,Região com leve declive,1432.0,LINHA003,ESTACAO011
420,123,250,1969,16,319155,2139,BAIRRO001,529.43,80,1,2,2,759,2443,525220,21.0,8.0,5.0,10.0,36.0,0.0,3.0,11.63,0.23,4.43,73.02,10.68,Região com leve declive,408.0,LINHA001,ESTACAO001
622,101,266,1988,10,398914,2139,BAIRRO001,1161.95,63,1,2,2,958,2234,507984,21.0,9.0,5.0,10.0,34.0,0.0,3.0,11.63,0.23,4.43,73.02,10.68,Região com leve declive,416.0,LINHA001,ESTACAO001
622,181,266,1988,10,663165,2139,BAIRRO001,1722.45,122,1,3,3,1855,4326,989233,21.0,9.0,5.0,10.0,34.0,0.0,3.0,11.63,0.23,4.43,73.02,10.68,Região com leve declive,416.0,LINHA001,ESTACAO001
720,169,217,1983,14,619713,2139,BAIRRO001,1200.53,94,1,3,2,1300,2500,687825,21.0,9.0,3.0,10.0,34.0,0.0,3.0,10.58,0.16,7.87,67.83,13.55,Região com leve declive,438.0,LINHA001,ESTACAO001
630,162,310,1964,12,475890,2139,BAIRRO001,1667.7,134,0,2,2,1488,4482,822067,20.0,9.0,2.0,10.0,34.0,0.0,3.0,10.58,0.16,7.87,67.83,13.55,Região com leve declive,447.0,LINHA001,ESTACAO001
320,108,300,1972,12,286304,2139,BAIRRO001,111.95100000000001,80,1,2,2,691,2048,512472,20.0,9.0,2.0,9.0,31.0,0.0,2.0,11.63,0.23,4.43,73.02,10.68,Região com leve declive,445.0,LINHA001,ESTACAO001
320,161,300,1972,12,425622,2139,BAIRRO001,1407.13,100,0,2,2,864,2560,666276,20.0,9.0,2.0,9.0,31.0,0.0,2.0,11.63,0.23,4.43,73.02,10.68,Região com leve declive,445.0,LINHA001,ESTACAO001
1261,79,800,1970,16,214040,2139,BAIRRO001,958.3430000000001,50,1,2,2,693,2239,474137,21.0,8.0,2.0,10.0,34.0,0.0,2.0,10.58,0.16,7.87,67.83,13.55,Região com leve declive,479.0,LINHA001,ESTACAO001
1261,90,800,1970,16,244990,2139,BAIRRO001,1096.41,60,1,2,1,832,2687,491282,21.0,8.0,2.0,10.0,34.0,0.0,2.0,10.58,0.16,7.87,67.83,13.55,Região com leve declive,479.0,LINHA001,ESTACAO001
751,290,350,1954,11,763900,2139,BAIRRO001,3764.31,178,1,3,2,2400,4824,1490123,20.0,8.0,2.0,10.0,33.0,0.0,2.0,10.58,0.16,7.87,67.83,13.55,Região com leve declive,472.0,LINHA001,ESTACAO001
350,122,320,1959,9,253114,2139,BAIRRO001,25.3998,90,0,2,1,885,2591,580719,19.0,7.0,2.0,9.0,28.0,0.0,2.0,7.47,0.07,4.67,64.0,23.8,Região com leve declive,490.0,LINHA001,ESTACAO001
457,99,250,1978,12,315963,2139,BAIRRO001,416.83099999999996,68,1,1,1,835,2370,479489,18.0,5.0,1.0,8.0,26.0,0.0,2.0,7.33,0.14,8.04,73.81,10.67,Região com leve declive,521.0,LINHA001,ESTACAO001
675,59,265,1986,11,234594,2139,BAIRRO001,1015.09,42,1,1,1,740,1798,358477,15.0,6.0,1.0,9.0,23.0,0.0,2.0,7.33,0.14,8.04,73.81,10.67,Região com leve declive,549.0,LINHA001,ESTACAO001
675,77,265,1986,11,305228,2139,BAIRRO001,204.321,55,1,2,1,969,2355,450987,15.0,6.0,1.0,9.0,23.0,0.0,2.0,7.33,0.14,8.04,73.81,10.67,Região com leve declive,549.0,LINHA001,ESTACAO001
467,236,400,1964,9,588930,2497,BAIRRO001,3343.69,190,1,3,2,1638,4263,1181743,14.0,5.0,1.0,10.0,21.0,0.0,2.0,7.47,0.07,4.67,64.0,23.8,Região com leve declive,523.0,LINHA001,ESTACAO001
1506,67,520,1983,12,335154,2139,BAIRRO001,496.35699999999997,53,1,1,1,715,2522,460786,15.0,5.0,1.0,8.0,19.0,0.0,0.0,3.2,0.0,8.17,78.26,10.37,Região com leve declive,587.0,LINHA001,ESTACAO001
1506,106,520,1983,12,533345,2139,BAIRRO001,2595.97,80,1,2,1,1079,3807,680183,15.0,5.0,1.0,8.0,19.0,0.0,0.0,3.2,0.0,8.17,78.26,10.37,Região com leve declive,587.0,LINHA001,ESTACAO001
945,246,600,1962,12,915157,2497,BAIRRO001,5656.81,195,1,3,3,2259,5616,1439259,11.0,5.0,1.0,9.0,14.0,0.0,0.0,3.2,0.0,8.17,78.26,10.37,Região com leve declive,619.0,LINHA001,ESTACAO001
945,260,600,1962,12,964514,2497,BAIRRO001,6067.74,245,1,3,4,2838,7056,1638148,11.0,5.0,1.0,9.0,14.0,0.0,0.0,3.2,0.0,8.17,78.26,10.37,Região com leve declive,619.0,LINHA001,ESTACAO001
1168,129,600,1971,12,335948,2139,BAIRRO011,1706.16,80,2,2,2,990,2724,521941,17.0,20.0,2.0,4.0,36.0,0.0,1.0,11.47,1.19,10.13,48.03,29.18,Áreas planas ou com declividades muito suaves,1534.0,LINHA003,ESTACAO009
1168,173,600,1971,12,450830,2139,BAIRRO011,1697.57,116,1,2,2,1436,3950,689734,17.0,20.0,2.0,4.0,36.0,0.0,1.0,11.47,1.19,10.13,48.03,29.18,Áreas planas ou com declividades muito suaves,1534.0,LINHA003,ESTACAO009
600,133,508,2015,11,614290,2139,BAIRRO011,3054.25,43,1,1,1,877,3332,476020,17.0,20.0,2.0,5.0,36.0,0.0,1.0,12.22,0.05,7.19,44.66,35.88,Áreas planas ou com declividades muito suaves,1521.0,LINHA003,ESTACAO009
920,103,340,1970,17,289503,2139,BAIRRO011,143.376,84,0,3,2,830,3482,578621,17.0,16.0,2.0,5.0,37.0,0.0,1.0,12.22,0.05,7.19,44.66,35.88,Áreas planas ou com declividades muito suaves,1496.0,LINHA003,ESTACAO009
1176,84,800,1980,13,414309,2139,BAIRRO011,1121.49,45,1,1,1,716,2620,407700,20.0,4.0,1.0,7.0,26.0,0.0,0.0,4.79,0.22,8.47,77.78,8.74,Região com leve declive,1630.0,LINHA003,ESTACAO009
1176,115,800,1980,13,569995,2139,BAIRRO011,2588.67,66,1,2,1,1050,3843,594928,20.0,4.0,1.0,7.0,26.0,0.0,0.0,4.79,0.22,8.47,77.78,8.74,Região com leve declive,1630.0,LINHA003,ESTACAO009
960,203,350,1981,18,602269,2139,BAIRRO011,3168.85,109,2,3,3,1418,4514,877091,20.0,4.0,1.0,6.0,34.0,0.0,0.0,4.07,0.1,9.72,80.88,5.23,Região com leve declive,1683.0,LINHA003,ESTACAO009
1120,149,1120,2001,16,581736,2497,BAIRRO011,3391.94,73,1,2,2,930,3062,686985,20.0,4.0,1.0,6.0,29.0,0.0,0.0,4.07,0.1,9.72,80.88,5.23,Região com leve declive,1685.0,LINHA003,ESTACAO009
1120,212,1120,2001,16,827612,2497,BAIRRO011,5193.13,103,2,3,3,1312,4320,951149,20.0,4.0,1.0,6.0,29.0,0.0,0.0,4.07,0.1,9.72,80.88,5.23,Região com leve declive,1685.0,LINHA003,ESTACAO009
1307,260,1015,1999,21,1232420,3092,BAIRRO011,8779.49,136,3,4,5,2000,7293,1451197,21.0,4.0,1.0,6.0,26.0,0.0,0.0,4.79,0.22,8.47,77.78,8.74,Região com leve declive,1656.0,LINHA003,ESTACAO009
1386,213,400,1983,7,893304,2497,BAIRRO011,5407.44,95,3,3,2,1213,3156,761274,20.0,4.0,1.0,6.0,24.0,0.0,0.0,4.79,0.22,8.47,77.78,8.74,Região com leve declive,1669.0,LINHA003,ESTACAO009
1386,323,400,1983,7,1253920,2497,BAIRRO011,8405.83,180,3,3,4,2298,5980,1486121,20.0,4.0,1.0,6.0,24.0,0.0,0.0,4.79,0.22,8.47,77.78,8.74,Região com leve declive,1669.0,LINHA003,ESTACAO009
1997,191,1932,1992,20,612537,2139,BAIRRO011,3223.0,110,2,3,3,1118,4126,911908,21.0,4.0,1.0,6.0,35.0,0.0,0.0,4.07,0.1,9.72,80.88,5.23,Região com leve declive,1712.0,LINHA003,ESTACAO009
5859,127,2020,1973,10,317107,2139,BAIRRO011,508.944,75,0,2,2,709,2500,675611,22.0,1.0,0.0,4.0,19.0,0.0,0.0,4.79,0.22,8.47,77.78,8.74,Região com leve declive,1708.0,LINHA003,ESTACAO009
5859,185,2020,1974,21,469749,2139,BAIRRO011,1691.58,107,1,3,1,1012,3567,875333,22.0,1.0,0.0,4.0,19.0,0.0,0.0,4.79,0.22,8.47,77.78,8.74,Região com leve declive,1708.0,LINHA003,ESTACAO009
737,414,615,1999,15,2226410,2497,BAIRRO007,16253.6,232,3,4,4,3200,10500,1576296,8.0,13.0,0.0,8.0,21.0,1.0,2.0,4.02,0.0,4.5,84.48,7.0,Região com leve declive,1181.0,LINHA001,ESTACAO001
737,723,615,1999,15,3752120,2497,BAIRRO007,30575.9,400,3,4,4,5517,18103,5291667,8.0,13.0,0.0,8.0,21.0,1.0,2.0,4.02,0.0,4.5,84.48,7.0,Região com leve declive,1181.0,LINHA001,ESTACAO001
760,389,380,1971,15,1891580,3092,BAIRRO007,13577.6,279,2,4,4,3487,9657,3062500,8.0,13.0,0.0,8.0,20.0,1.0,3.0,4.02,0.0,4.5,84.48,7.0,Região com leve declive,1186.0,LINHA001,ESTACAO001
760,547,380,1971,15,2661420,3092,BAIRRO007,20746.2,392,2,4,5,4899,13568,4305508,8.0,13.0,0.0,8.0,20.0,1.0,3.0,4.02,0.0,4.5,84.48,7.0,Região com leve declive,1186.0,LINHA001,ESTACAO001
868,318,300,1971,17,1504580,2497,BAIRRO007,9940.15,262,2,3,4,3331,9226,2980000,7.0,13.0,0.0,8.0,19.0,1.0,3.0,4.02,0.0,4.5,84.48,7.0,Região com leve declive,1202.0,LINHA001,ESTACAO001
1695,183,570,1973,15,765572,2497,BAIRRO007,4377.16,129,1,3,1,1422,5587,1376248,8.0,13.0,0.0,8.0,21.0,1.0,3.0,3.33,0.0,3.81,84.15,8.71,Áreas planas ou com declividades muito suaves,1174.0,LINHA001,ESTACAO001
