area_terreno,area_construida,area_ocupada,ano_construcao,quantidade_pavimentos,valor_venal,valor_m2_construcao,bairro,valor_iptu_ano,area_privativa,vagas,quartos,banheiros,valor_condominio,valor_aluguel,preco,academia,cafe,farmacia,padaria,restaurantes,shopping,supermercado,area_comercial,area_industrial_logistico,area_outros,area_residencial,area_servico,caminhabilidade,metro_distancia,metro_linha,metro_estacao
680,480,360,1970,8,2617900,3092,BAIRRO007,19588.2,346,3,4,5,5189,9055,2796429,7.0,13.0,0.0,8.0,19.0,1.0,3.0,4.02,0.0,4.5,84.48,7.0,Região com leve declive,1205.0,LINHA001,ESTACAO001
522,274,260,1970,11,1431740,2497,BAIRRO007,9326.21,203,3,3,4,1830,7740,2700000,7.0,13.0,0.0,8.0,19.0,1.0,3.0,4.02,0.0,4.5,84.48,7.0,Região com leve declive,1208.0,LINHA001,ESTACAO001
1897,770,800,1972,17,3741720,3599,BAIRRO007,32243.7,568,3,4,3,5136,11806,7603750,12.0,11.0,0.0,8.0,17.0,1.0,2.0,4.3,0.0,14.26,78.17,3.27,Região com ruas íngremes,1240.0,LINHA001,ESTACAO001
1044,165,520,1973,13,610723,2497,BAIRRO007,3457.49,107,1,3,2,1099,4076,890762,11.0,9.0,0.0,6.0,14.0,1.0,2.0,4.3,0.0,14.26,78.17,3.27,Região com ruas íngremes,1267.0,LINHA001,ESTACAO001
1945,1004,1417,2011,15,8295840,3599,BAIRRO007,74522.1,497,6,4,5,6484,11744,8295840,11.0,7.0,0.0,5.0,12.0,1.0,2.0,4.3,0.0,14.26,78.17,3.27,Região com ruas íngremes,1303.0,LINHA001,ESTACAO001
1945,1093,1417,2011,15,8940060,3599,BAIRRO007,80832.8,568,6,4,3,7410,13422,6960982,11.0,7.0,0.0,5.0,12.0,1.0,2.0,4.3,0.0,14.26,78.17,3.27,Região com ruas íngremes,1303.0,LINHA001,ESTACAO001
945,408,500,1978,16,2383640,3092,BAIRRO007,16586.6,232,3,3,3,3000,10398,2606538,11.0,5.0,0.0,3.0,12.0,1.0,2.0,3.25,0.0,3.99,81.81,10.95,Região com leve declive,1321.0,LINHA001,ESTACAO001
945,787,500,1978,16,4915600,3599,BAIRRO007,40866.2,454,3,3,3,5871,20348,5588445,11.0,5.0,0.0,3.0,12.0,1.0,2.0,3.25,0.0,3.99,81.81,10.95,Região com leve declive,1321.0,LINHA001,ESTACAO001
1058,426,755,1992,12,3828170,3092,BAIRRO007,27822.5,226,4,4,5,4606,11010,3227373,11.0,4.0,0.0,2.0,11.0,1.0,2.0,6.52,0.0,2.81,84.52,6.16,Região com ruas íngremes,1354.0,LINHA001,ESTACAO001
1472,492,293,1985,23,2719490,3092,BAIRRO007,21713.0,260,3,3,4,3607,11954,3462094,12.0,4.0,0.0,3.0,13.0,0.0,2.0,3.25,0.0,3.99,81.81,10.95,Região com leve declive,1355.0,LINHA001,ESTACAO001
1205,245,300,1984,12,1654090,2497,BAIRRO007,10499.2,114,2,4,4,2280,8409,1333208,12.0,4.0,0.0,3.0,13.0,0.0,2.0,6.52,0.0,2.81,84.52,6.16,Região com ruas íngremes,1382.0,LINHA001,ESTACAO001
936,444,209,1984,13,3083990,2497,BAIRRO007,22061.8,184,3,3,1,3824,9728,2554796,12.0,5.0,0.0,2.0,14.0,0.0,2.0,6.52,0.0,2.81,84.52,6.16,Região com ruas íngremes,1410.0,LINHA001,ESTACAO001
936,741,209,1984,13,5262160,3092,BAIRRO007,42247.7,369,4,3,4,7669,19509,5651670,12.0,5.0,0.0,2.0,14.0,0.0,2.0,6.52,0.0,2.81,84.52,6.16,Região com ruas íngremes,1410.0,LINHA001,ESTACAO001
1316,479,780,1986,16,3652320,3092,BAIRRO007,27132.0,213,5,3,2,4225,13000,3442560,10.0,7.0,0.0,2.0,15.0,0.0,2.0,5.77,0.0,3.74,78.97,11.52,Região com ruas íngremes,1445.0,LINHA001,ESTACAO001
810,172,300,1955,10,507585,2139,BAIRRO007,2238.19,128,1,3,3,1752,4141,1272345,10.0,7.0,0.0,2.0,16.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1439.0,LINHA001,ESTACAO001
810,349,450,1965,10,1425600,2497,BAIRRO007,8850.03,135,1,3,3,1848,4367,1437423,10.0,7.0,0.0,2.0,16.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1439.0,LINHA001,ESTACAO001
1400,455,500,1982,14,2867160,3092,BAIRRO007,21633.1,204,3,3,4,3809,7961,2708564,10.0,7.0,0.0,2.0,17.0,0.0,2.0,5.77,0.0,3.74,78.97,11.52,Região com ruas íngremes,1477.0,LINHA001,ESTACAO001
1400,910,500,1982,14,6134880,3599,BAIRRO007,53599.8,240,3,3,4,4481,9366,3519055,10.0,7.0,0.0,2.0,17.0,0.0,2.0,5.77,0.0,3.74,78.97,11.52,Região com ruas íngremes,1477.0,LINHA001,ESTACAO001
1065,464,861,1996,18,2776980,3092,BAIRRO007,21620.2,255,3,3,5,3806,11716,3826667,10.0,7.0,0.0,4.0,17.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1463.0,LINHA001,ESTACAO001
1065,793,861,1996,18,4977290,3599,BAIRRO007,44858.3,481,4,4,4,7179,22100,7255031,10.0,7.0,0.0,4.0,17.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1463.0,LINHA001,ESTACAO001
3120,824,2672,1985,20,5276840,3599,BAIRRO007,46546.4,420,5,4,6,6000,13452,5064444,10.0,7.0,0.0,4.0,17.0,0.0,2.0,5.77,0.0,3.74,78.97,11.52,Região com ruas íngremes,1497.0,LINHA001,ESTACAO001
3120,1630,2672,1985,20,10398300,3599,BAIRRO007,96021.8,790,10,4,8,11286,25303,10842527,10.0,7.0,0.0,4.0,17.0,0.0,2.0,5.77,0.0,3.74,78.97,11.52,Região com ruas íngremes,1497.0,LINHA001,ESTACAO001
2020,215,324,1985,28,860615,2497,BAIRRO007,5471.58,149,2,3,3,2086,6953,1695560,10.0,5.0,0.0,4.0,16.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1474.0,LINHA001,ESTACAO001
900,536,900,2002,15,3028150,3092,BAIRRO007,24655.4,291,5,4,6,4588,11850,4271904,12.0,5.0,0.0,4.0,16.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1509.0,LINHA001,ESTACAO001
900,547,900,2002,15,3086290,3092,BAIRRO007,25220.4,300,4,3,4,4730,12216,4857010,12.0,5.0,0.0,4.0,16.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1509.0,LINHA001,ESTACAO001
1886,189,612,1983,17,882617,2497,BAIRRO007,5070.94,113,1,3,2,1568,5139,1218891,13.0,5.0,0.0,5.0,16.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1532.0,LINHA001,ESTACAO001
1886,355,612,1983,17,1657940,2497,BAIRRO007,10990.2,226,2,3,3,3136,10278,3118571,13.0,5.0,0.0,5.0,16.0,0.0,2.0,4.3,0.0,4.09,70.41,21.2,Região com ruas íngremes,1532.0,LINHA001,ESTACAO001
1038,540,665,1994,14,4412300,3092,BAIRRO007,33463.4,246,4,4,4,5147,12327,2232750,13.0,5.0,0.0,5.0,11.0,0.0,2.0,5.59,0.0,4.83,57.81,31.77,Região com ruas íngremes,1559.0,LINHA001,ESTACAO001
1038,824,665,1994,14,6663580,3599,BAIRRO007,56294.1,476,4,4,5,9959,23852,7196495,13.0,5.0,0.0,5.0,11.0,0.0,2.0,5.59,0.0,4.83,57.81,31.77,Região com ruas íngremes,1559.0,LINHA001,ESTACAO001
859,324,208,1983,11,2053030,2497,BAIRRO007,13754.6,326,3,3,5,4050,10951,3483299,13.0,5.0,0.0,5.0,11.0,0.0,2.0,7.18,0.0,4.78,55.29,32.75,Região com ruas íngremes,1584.0,LINHA001,ESTACAO001
1260,436,224,1982,15,2839340,3092,BAIRRO007,22617.2,234,3,4,4,4641,7000,2276042,13.0,5.0,0.0,5.0,11.0,0.0,2.0,7.18,0.0,4.78,55.29,32.75,Região com ruas íngremes,1598.0,LINHA001,ESTACAO001
1260,805,224,1982,15,5602930,3599,BAIRRO007,50553.6,468,3,4,1,9282,14000,4868333,13.0,5.0,0.0,5.0,11.0,0.0,2.0,7.18,0.0,4.78,55.29,32.75,Região com ruas íngremes,1598.0,LINHA001,ESTACAO001
916,448,182,1984,14,2732800,3092,BAIRRO007,21549.8,165,5,3,3,3461,9722,2286350,13.0,5.0,0.0,5.0,11.0,0.0,2.0,5.59,0.0,4.83,57.81,31.77,Região com ruas íngremes,1576.0,LINHA001,ESTACAO001
916,717,182,1984,14,4654050,3599,BAIRRO007,41306.9,321,3,3,5,6733,18914,4910786,13.0,5.0,0.0,5.0,11.0,0.0,2.0,5.59,0.0,4.83,57.81,31.77,Região com ruas íngremes,1576.0,LINHA001,ESTACAO001
870,458,731,1995,18,2688980,3092,BAIRRO007,20834.8,201,4,3,4,3903,11828,2434933,13.0,6.0,0.0,5.0,12.0,0.0,2.0,7.18,0.0,4.78,55.29,32.75,Região com ruas íngremes,1610.0,LINHA001,ESTACAO001
870,814,731,1995,18,5249860,3599,BAIRRO007,47079.6,404,6,4,6,7845,23774,6536539,13.0,6.0,0.0,5.0,12.0,0.0,2.0,7.18,0.0,4.78,55.29,32.75,Região com ruas íngremes,1610.0,LINHA001,ESTACAO001
1615,572,1412,1991,17,4067580,3092,BAIRRO007,32363.2,259,4,3,5,5209,12736,3682144,15.0,4.0,0.0,5.0,12.0,0.0,1.0,7.18,0.0,4.78,55.29,32.75,Região com ruas íngremes,1638.0,LINHA001,ESTACAO001
1615,936,1412,1991,17,6867660,3599,BAIRRO007,60813.3,467,4,4,6,9392,22964,7320180,15.0,4.0,0.0,5.0,12.0,0.0,1.0,7.18,0.0,4.78,55.29,32.75,Região com ruas íngremes,1638.0,LINHA001,ESTACAO001
2799,847,2231,1995,26,5458050,3599,BAIRRO007,49127.7,419,5,3,6,6261,12464,4980750,16.0,5.0,0.0,6.0,12.0,0.0,2.0,5.59,0.0,4.83,57.81,31.77,Região com ruas íngremes,1597.0,LINHA001,ESTACAO001
2799,1477,2231,1995,26,9524910,3599,BAIRRO007,88952.2,839,7,4,7,12537,24958,11018633,16.0,5.0,0.0,6.0,12.0,0.0,2.0,5.59,0.0,4.83,57.81,31.77,Região com ruas íngremes,1597.0,LINHA001,ESTACAO001
1121,601,964,2005,9,4573070,3092,BAIRRO007,35865.3,308,4,3,6,4939,11722,4339286,16.0,6.0,1.0,8.0,14.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1762.0,LINHA001,ESTACAO001
1121,989,964,2005,9,6745340,3092,BAIRRO007,56448.3,598,6,4,6,9589,22759,9724748,16.0,6.0,1.0,8.0,14.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1762.0,LINHA001,ESTACAO001
1114,576,964,2004,9,4821610,3599,BAIRRO007,39602.3,292,4,4,5,5034,12152,4334464,15.0,6.0,1.0,7.0,14.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1795.0,LINHA001,ESTACAO001
1114,939,964,2004,9,7236780,3599,BAIRRO007,63001.2,480,6,5,6,8275,19976,7872798,15.0,6.0,1.0,7.0,14.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1795.0,LINHA001,ESTACAO001
1058,606,751,1996,10,4489620,3599,BAIRRO007,37189.1,260,4,4,5,3900,11702,4050000,14.0,7.0,1.0,7.0,13.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1835.0,LINHA001,ESTACAO001
1058,840,751,1996,10,6024050,3599,BAIRRO007,51853.5,368,5,5,4,5520,16563,6326769,14.0,7.0,1.0,7.0,13.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1835.0,LINHA001,ESTACAO001
745,388,631,2006,9,2718390,2497,BAIRRO007,18696.1,190,3,3,4,4498,9546,2603571,14.0,7.0,1.0,7.0,13.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1860.0,LINHA001,ESTACAO001
745,603,631,2006,9,3777160,2497,BAIRRO007,28378.3,352,4,3,5,8333,17685,5473848,14.0,7.0,1.0,7.0,13.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1860.0,LINHA001,ESTACAO001
1429,665,366,2000,11,5059820,3599,BAIRRO007,42645.8,390,5,4,7,8765,11454,4901667,14.0,8.0,1.0,7.0,13.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1913.0,LINHA001,ESTACAO001
1429,1381,366,2001,11,9750620,3599,BAIRRO007,88278.8,800,7,4,7,17979,23495,10883191,14.0,8.0,1.0,7.0,13.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1913.0,LINHA001,ESTACAO001
1311,774,885,1998,11,5574910,3599,BAIRRO007,47893.6,350,5,4,5,8394,10685,4697143,13.0,6.0,1.0,7.0,10.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1969.0,LINHA001,ESTACAO001
1311,1114,885,1998,11,7736050,3599,BAIRRO007,68856.5,647,5,4,5,15517,19752,9570318,13.0,6.0,1.0,7.0,10.0,0.0,0.0,14.39,0.0,4.04,43.05,38.53,Região com ruas íngremes,1969.0,LINHA001,ESTACAO001
803,154,800,1998,15,545262,2139,BAIRRO011,2726.15,65,2,2,2,1065,2414,510105,11.0,9.0,1.0,4.0,28.0,0.0,0.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1362.0,LINHA003,ESTACAO011
935,76,831,1990,15,270132,2139,BAIRRO011,104.11200000000001,53,1,2,1,730,2135,419693,11.0,9.0,1.0,4.0,29.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1362.0,LINHA003,ESTACAO011
935,144,831,1990,15,480644,2139,BAIRRO011,2392.15,110,1,2,1,1515,4431,917630,11.0,9.0,1.0,4.0,29.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1362.0,LINHA003,ESTACAO011
621,70,500,1975,12,183975,2139,BAIRRO011,828.7589999999999,54,1,2,1,842,2173,414356,11.0,7.0,1.0,4.0,29.0,0.0,0.0,6.47,0.11,4.31,60.74,28.36,Região com leve declive,1976.0,LINHA004,ESTACAO014
1600,72,1309,2008,22,268629,2139,BAIRRO011,81.7717,32,1,1,1,558,2302,347584,11.0,7.0,1.0,4.0,28.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1373.0,LINHA003,ESTACAO011
1600,84,1309,2008,22,314265,2139,BAIRRO011,1441.1,34,1,1,1,593,2446,392857,11.0,7.0,1.0,4.0,28.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1373.0,LINHA003,ESTACAO011
1050,153,840,1972,13,383198,2139,BAIRRO011,1202.42,80,1,2,2,1075,2200,545201,11.0,7.0,1.0,4.0,29.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1383.0,LINHA003,ESTACAO011
1094,116,949,1993,11,428046,2139,BAIRRO011,1374.27,57,1,2,1,800,2196,476077,6.0,2.0,1.0,2.0,10.0,0.0,1.0,2.76,3.25,0.57,86.94,6.48,Região com ruas íngremes,1960.0,LINHA004,ESTACAO014
1094,148,949,1993,11,534839,2139,BAIRRO011,2671.1,65,2,2,1,912,2504,551867,6.0,2.0,1.0,2.0,10.0,0.0,1.0,2.76,3.25,0.57,86.94,6.48,Região com ruas íngremes,1960.0,LINHA004,ESTACAO014
1008,530,252,1985,9,3342380,3092,BAIRRO008,26708.5,280,3,4,4,4870,11661,4103776,11.0,4.0,0.0,5.0,20.0,0.0,2.0,5.24,0.0,6.44,85.93,2.4,Região Plana - Confortável para caminhar,1588.0,LINHA005,ESTACAO006
2125,510,1603,1992,16,4053440,3092,BAIRRO008,31030.0,319,4,4,4,5028,12862,5085329,11.0,4.0,0.0,4.0,21.0,0.0,2.0,6.92,0.0,4.44,85.81,2.84,Região Plana - Confortável para caminhar,1571.0,LINHA005,ESTACAO006
2125,1010,1603,1992,16,8501010,3599,BAIRRO008,73107.8,637,6,4,5,10040,25684,10154717,11.0,4.0,0.0,4.0,21.0,0.0,2.0,6.92,0.0,4.44,85.81,2.84,Região Plana - Confortável para caminhar,1571.0,LINHA005,ESTACAO006
980,211,323,1984,14,859321,2139,BAIRRO008,4860.02,150,2,3,3,1823,9500,1738090,12.0,4.0,0.0,5.0,23.0,0.0,2.0,8.52,0.0,5.78,73.9,11.8,Região Plana - Confortável para caminhar,1638.0,LINHA005,ESTACAO006
980,337,323,1984,14,1375180,2139,BAIRRO008,8667.89,228,3,3,4,2771,14440,4765909,12.0,4.0,0.0,5.0,23.0,0.0,2.0,8.52,0.0,5.78,73.9,11.8,Região Plana - Confortável para caminhar,1638.0,LINHA005,ESTACAO006
1181,485,353,1986,11,3134150,3092,BAIRRO008,25077.9,229,3,4,6,3621,12500,3628194,12.0,4.0,0.0,6.0,23.0,0.0,2.0,7.12,0.0,7.09,83.28,2.51,Região Plana - Confortável para caminhar,1691.0,LINHA005,ESTACAO006
1181,801,353,1986,11,5376170,3599,BAIRRO008,48489.1,690,4,4,5,10910,37664,11829767,12.0,4.0,0.0,6.0,23.0,0.0,2.0,7.12,0.0,7.09,83.28,2.51,Região Plana - Confortável para caminhar,1691.0,LINHA005,ESTACAO006
1300,256,376,1976,14,1049770,2497,BAIRRO008,6784.2,170,2,4,4,2810,6085,2865417,12.0,4.0,0.0,5.0,21.0,0.0,2.0,8.52,0.0,5.78,73.9,11.8,Região Plana - Confortável para caminhar,1678.0,LINHA005,ESTACAO006
1300,514,376,1976,14,2338770,3092,BAIRRO008,18753.1,355,4,5,4,5868,12707,6649651,12.0,4.0,0.0,5.0,21.0,0.0,2.0,8.52,0.0,5.78,73.9,11.8,Região Plana - Confortável para caminhar,1678.0,LINHA005,ESTACAO006
1886,245,402,1978,20,1007070,2497,BAIRRO008,6544.81,182,3,4,4,2400,9341,3058824,10.0,5.0,0.0,4.0,24.0,0.0,2.0,8.52,0.0,5.78,73.9,11.8,Região Plana - Confortável para caminhar,1717.0,LINHA005,ESTACAO006
1920,177,542,1976,14,749647,2139,BAIRRO008,4115.29,127,2,4,4,1394,5868,1562709,11.0,4.0,0.0,4.0,26.0,0.0,2.0,5.86,0.0,7.03,72.29,14.82,Áreas planas ou com declividades muito suaves,1794.0,LINHA005,ESTACAO006
769,238,199,1985,18,865039,2497,BAIRRO008,5390.45,173,2,4,3,2529,8829,1663488,10.0,3.0,0.0,5.0,25.0,0.0,2.0,5.86,0.0,7.03,72.29,14.82,Áreas planas ou com declividades muito suaves,1824.0,LINHA005,ESTACAO006
769,440,199,1985,18,2812180,3092,BAIRRO008,21311.1,350,3,5,4,5116,17862,4724813,10.0,3.0,0.0,5.0,25.0,0.0,2.0,5.86,0.0,7.03,72.29,14.82,Áreas planas ou com declividades muito suaves,1824.0,LINHA005,ESTACAO006
1008,186,300,1977,15,957494,2139,BAIRRO008,5059.25,141,2,3,2,1910,6454,1848670,8.0,3.0,0.0,4.0,23.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1875.0,LINHA005,ESTACAO006
1008,329,300,1977,15,1479960,2497,BAIRRO008,9627.73,271,3,3,3,3671,12404,5307553,8.0,3.0,0.0,4.0,23.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1875.0,LINHA005,ESTACAO006
1600,217,500,1975,18,979396,2497,BAIRRO008,5941.05,160,1,4,3,1634,5557,1566736,9.0,3.0,0.0,4.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1905.0,LINHA005,ESTACAO006
1600,278,500,1975,18,1252350,2497,BAIRRO008,8135.58,166,2,4,4,1695,5765,1798877,9.0,3.0,0.0,4.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1905.0,LINHA005,ESTACAO006
640,469,620,2006,14,2645850,3092,BAIRRO008,21508.7,222,4,3,4,3180,10036,2561664,9.0,3.0,0.0,4.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1933.0,LINHA005,ESTACAO006
640,762,620,2006,14,4741400,3599,BAIRRO008,44258.6,392,5,3,5,5615,17721,5064677,9.0,3.0,0.0,4.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1933.0,LINHA005,ESTACAO006
720,274,320,1988,15,1195230,2497,BAIRRO008,7604.25,198,3,4,5,3600,10500,900077,11.0,3.0,0.0,3.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1951.0,LINHA005,ESTACAO006
720,560,320,1988,15,3681610,3092,BAIRRO008,28691.1,405,4,5,5,7364,21477,6704301,11.0,3.0,0.0,3.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1951.0,LINHA005,ESTACAO006
1444,201,350,1982,18,851705,2497,BAIRRO008,5114.09,154,3,4,4,1850,6562,2906049,9.0,4.0,0.0,3.0,20.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1384.0,LINHA005,ESTACAO007
1444,405,350,1982,18,2658890,3092,BAIRRO008,19907.6,355,3,4,4,4265,15127,6561953,9.0,4.0,0.0,3.0,20.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1384.0,LINHA005,ESTACAO007
689,320,591,2005,11,1959270,2497,BAIRRO008,13689.1,264,3,3,2,3768,7374,3310530,10.0,4.0,0.0,4.0,21.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1415.0,LINHA005,ESTACAO007
1280,210,1067,1997,16,1149080,2497,BAIRRO008,7242.18,136,2,3,2,1800,14985,1686014,11.0,4.0,0.0,2.0,20.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1449.0,LINHA005,ESTACAO007
1280,303,1067,1997,16,1605180,2497,BAIRRO008,10981.8,210,3,3,4,2779,23139,3319853,11.0,4.0,0.0,2.0,20.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1449.0,LINHA005,ESTACAO007
1006,310,371,1988,13,1505860,3092,BAIRRO008,10909.4,170,2,4,3,2269,10119,2634143,11.0,4.0,0.0,3.0,20.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1401.0,LINHA005,ESTACAO007
1006,568,371,1988,13,2678790,3092,BAIRRO008,22102.8,337,3,4,3,4498,20059,5948560,11.0,4.0,0.0,3.0,20.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1401.0,LINHA005,ESTACAO007
2000,421,781,1990,19,2178170,3092,BAIRRO008,16803.9,208,4,4,5,3132,14995,3308706,11.0,4.0,0.0,1.0,15.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1419.0,LINHA005,ESTACAO007
2000,733,781,1990,19,4096660,3599,BAIRRO008,37495.7,400,6,4,4,6023,28837,7028554,11.0,4.0,0.0,1.0,15.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1419.0,LINHA005,ESTACAO007
1361,67,408,1993,20,281123,2139,BAIRRO008,1275.46,34,1,1,1,692,2071,403734,11.0,3.0,0.0,1.0,19.0,0.0,4.0,7.61,0.49,5.15,68.07,18.67,Região Plana - Confortável para caminhar,1512.0,LINHA005,ESTACAO007
1361,70,408,1993,20,293629,2139,BAIRRO008,137.876,40,1,1,1,814,2436,428517,11.0,3.0,0.0,1.0,19.0,0.0,4.0,7.61,0.49,5.15,68.07,18.67,Região Plana - Confortável para caminhar,1512.0,LINHA005,ESTACAO007
1000,243,783,1990,16,1230050,3092,BAIRRO008,8632.53,165,3,4,6,2600,9756,1729343,12.0,3.0,0.0,1.0,17.0,0.0,3.0,3.87,0.26,3.86,73.72,18.29,Região Plana - Confortável para caminhar,1495.0,LINHA005,ESTACAO007
1000,432,783,1990,16,2093200,3092,BAIRRO008,16556.7,380,4,4,4,5988,22468,5295455,12.0,3.0,0.0,1.0,17.0,0.0,3.0,3.87,0.26,3.86,73.72,18.29,Região Plana - Confortável para caminhar,1495.0,LINHA005,ESTACAO007
417,126,200,1974,10,343731,2139,BAIRRO013,1690.38,93,1,2,2,990,2806,799408,13.0,5.0,0.0,1.0,6.0,0.0,1.0,10.72,0.66,2.07,75.82,10.74,Áreas planas ou com declividades muito suaves,1394.0,LINHA005,ESTACAO007
417,203,200,1974,10,554679,2139,BAIRRO013,2964.94,170,1,2,2,1810,5129,1652692,13.0,5.0,0.0,1.0,6.0,0.0,1.0,10.72,0.66,2.07,75.82,10.74,Áreas planas ou com declividades muito suaves,1394.0,LINHA005,ESTACAO007
1704,99,1324,2016,10,449944,2139,BAIRRO013,1440.81,49,1,1,1,660,5104,469390,16.0,5.0,0.0,2.0,5.0,0.0,1.0,10.72,0.66,2.07,75.82,10.74,Áreas planas ou com declividades muito suaves,1342.0,LINHA005,ESTACAO007
1200,121,953,1977,9,451091,2139,BAIRRO013,1558.5,69,1,2,1,850,3545,581478,16.0,8.0,0.0,2.0,7.0,0.0,1.0,11.15,2.84,6.02,44.71,35.28,Áreas planas ou com declividades muito suaves,1395.0,LINHA005,ESTACAO007
1200,214,953,1977,9,724353,2139,BAIRRO013,4067.44,135,1,2,2,1663,6936,1097393,16.0,8.0,0.0,2.0,7.0,0.0,1.0,11.15,2.84,6.02,44.71,35.28,Áreas planas ou com declividades muito suaves,1395.0,LINHA005,ESTACAO007
945,172,380,1980,16,521543,2139,BAIRRO013,2698.48,127,2,3,2,1375,3928,1043943,15.0,8.0,0.0,2.0,7.0,0.0,1.0,11.15,2.84,6.02,44.71,35.28,Áreas planas ou com declividades muito suaves,1414.0,LINHA005,ESTACAO007
1000,122,359,1982,12,488188,2139,BAIRRO013,2335.1,83,2,2,2,1269,3400,678144,14.0,10.0,0.0,4.0,8.0,0.0,3.0,7.03,0.29,5.12,66.52,21.04,Áreas planas ou com declividades muito suaves,1431.0,LINHA005,ESTACAO007
1000,124,500,1973,10,520704,2139,BAIRRO013,2479.97,84,1,3,2,1087,2998,629094,13.0,8.0,0.0,2.0,7.0,0.0,3.0,5.18,0.0,5.94,76.38,12.5,Áreas planas ou com declividades muito suaves,1468.0,LINHA005,ESTACAO007
696,112,610,1980,9,349510,2139,BAIRRO013,993.806,80,1,2,2,800,2937,522818,9.0,6.0,0.0,2.0,7.0,0.0,3.0,6.67,0.06,3.9,73.99,15.39,Áreas planas ou com declividades muito suaves,1546.0,LINHA005,ESTACAO007
950,170,680,1973,12,482135,2139,BAIRRO015,2513.54,116,1,3,2,1426,3918,1113043,8.0,9.0,1.0,8.0,23.0,0.0,1.0,4.99,0.0,8.62,68.27,18.12,Região Plana - Confortável para caminhar,1692.0,LINHA002,ESTACAO010
703,139,196,1989,17,549120,2139,BAIRRO015,2822.26,75,1,1,1,1628,2961,696079,8.0,9.0,1.0,8.0,23.0,0.0,1.0,4.99,0.0,8.62,68.27,18.12,Região Plana - Confortável para caminhar,1705.0,LINHA002,ESTACAO010
